Item,Review Title,Stars,Is_Positive?
Texas Instruments TI-83 Plus Graphing Calculator,Great Buy!!!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Product,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Excellent Calculator!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,It's an excellent product.,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Needed calc for class,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good value,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Awsome,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Access INTERNAL and EXTERNAL SNs for future reference and theft prevention,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Best calculator for everyday college tasks,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Wonderful Calc,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Excellent product,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 is a good learnng tool,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Graphing Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"Texas Instruments has made a quality calculator for many years, I just happened to buy this one second hand!",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Works perfect,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Works well for the price,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"Overall is good, it from time to time has a line in the screen. But it works fine.",4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,great item...excellent savings,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Nice - Features-Packed - The TI-83 Plus does the job for many people.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 Scientific Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Broken Calculator🙄,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Great Calculator!!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Useful Tool - Great for Standarized Testing,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Thank you so much!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Perfect for what I need. ,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 Plus,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,best calculator available,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Excellent product for the PRICE!!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,College necessity,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Exactly As Described,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Very Useful Device!!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Ti 83 Calculator ,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,good calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 plus calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good start,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Works great!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"TI-83 plus is all ""positive"" with me.",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"Good calculator, came quickly",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great!,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Ti-83 plus,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Turns on but none of the buttons will work,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Meets the need,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 Plus Graphic Calculator with Game Apps,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Piece rod junk,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Great Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,I need this in 4 days for an algebra class. it was here in 2,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Calculator for statics class ,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Classic!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,nicks calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Not happy,2 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Mistake to buy a used calculator online...lesson learned.,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,You can't go wrong with Texas Instruments,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Plus Graphic Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good buy.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Calculator doesn't work,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Great value and doesn everything that is needed.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Value product,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Quality item,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good calculator!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"This calculator is gently used, but just fine for our high school student. ",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great calculator with everything you need,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 Plus,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great value,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Works perfectly,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Now I Can Calculate,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,ti-83,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"Great Calculator, a needed supply for college and advanced high school math",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 PLUS CALCULATOR,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,good buy,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great buy,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Exactly what it is designed to do,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,it was a good one,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,It works great but had some damage on screen and body of calulator.,2 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Great Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great all around calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Buy,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 plus,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Works great,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Very satisfied!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Well worth the money!!,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,GREAT product A++++++  Recommend to all!!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,great product,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,If god made calculators,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great calculator!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Calculator doesn't work,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Unclear display,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instrument TI83 Plus,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,happy to graph my equations,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,great calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments 83 Plus Graphic Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,knowledge in your pocket,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Smoke and more smoke,3 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,It's working,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,great item and very clean,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Works perfectly,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,What we needed.,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,item was as descrided,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Reliable Calculator with good features,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Graphing Calculator :),5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Think about it,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Good Buy,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good product,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great for the price!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 Plus,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,good price,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Graph calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,use daily,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Awesome sauce is right,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good value,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Caclulator is great for Calc and needed in college.,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Thanks,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Blessing,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good calc,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great value,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Seems like a good deal so far.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Very Useful,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Thank you for sending this item right away me grandson love it ,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Just as described,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,So far so good!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 should be in every SERIOUS math student's tool kit.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Plus Graphic Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Terrible,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,REpsonsive Retailer,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good product,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Calculator ,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Perfect for my 11th grader,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Excellant for Statistics Class!,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Works great.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,calculator purchase,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,For family member - works fine,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,luv it!,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Plus Graphing Calculator MINT,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Got just what I wanted does what it is supposed to,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Very good calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Disappointing,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Works great...,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Solid,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,good deal,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great value!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great calculators,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Easy to learn graphing calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great product. Great price!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Plus Graphic Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Ti-83 plus,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great price,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,A satisfied customer,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Replacement calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,works fine needed it for school,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,good product,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Caluclator Review,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Excellent!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"Great price, great quality ",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,covers are a must if your taking it to school/college,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,My daughter hasn't told me any issues with the used calculator.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great lightly used calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"As a college math instructor, I know how invaluable this is.  It looks complicated, but it's really pretty straight forward.",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Rip Off,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Quality,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Awesome!!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Just what I needed,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Amazing calculator and great price,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Ti83 plus,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,CALCULATOR DESTRYOED,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,"A fine calculator, especially for its age.",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"Good quality for a very reasonable price.,",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI 83 Plus,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"older, but still very usable",4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Must have item.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Would buy again,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good product ,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Awesome,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,A mom needing a calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Broken Calculator,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,This calculator is very handy and easy to use.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Amazing!!!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Broken doesn't work,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 Calculator Great,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Very Reliable and Simple Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Thank you! It came just in time for my class :-),4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great calculator at great price,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good,4 stars,1
